2025-08-02_22-59-37 | Epoch 1 | D: 0.6216 | G: 1.8362 | G_KD: 0.4929 | D_KD: 0.1141
2025-08-02_22-59-37 | Epoch 222 | D: 0.5166 | G: 1.3973 | G_KD: 0.5161 | D_KD: 0.0267
2025-08-02_22-59-37 | Epoch 223 | D: 0.5551 | G: 1.3774 | G_KD: 0.5303 | D_KD: 0.0195
2025-08-02_22-59-37 | Epoch 224 | D: 0.5343 | G: 1.3371 | G_KD: 0.5211 | D_KD: 0.0180
2025-08-02_22-59-37 | Epoch 225 | D: 0.5475 | G: 1.3126 | G_KD: 0.4984 | D_KD: 0.0449
2025-08-02_22-59-37 | Epoch 226 | D: 0.6825 | G: 0.9412 | G_KD: 0.5002 | D_KD: 0.0565
2025-08-02_22-59-37 | Epoch 227 | D: 0.4371 | G: 1.6087 | G_KD: 0.5261 | D_KD: 0.0566
2025-08-02_22-59-37 | Epoch 228 | D: 0.5398 | G: 1.4949 | G_KD: 0.5038 | D_KD: 0.0364
2025-08-02_22-59-37 | Epoch 229 | D: 0.6353 | G: 1.3811 | G_KD: 0.5141 | D_KD: 0.0199
2025-08-02_22-59-37 | Epoch 230 | D: 0.5103 | G: 1.5239 | G_KD: 0.5014 | D_KD: 0.0248
2025-08-02_22-59-37 | Epoch 231 | D: 0.6241 | G: 1.3174 | G_KD: 0.5068 | D_KD: 0.0324
2025-08-02_22-59-37 | Epoch 232 | D: 0.5242 | G: 1.5295 | G_KD: 0.4820 | D_KD: 0.0330
2025-08-02_22-59-37 | Epoch 233 | D: 0.5998 | G: 1.7443 | G_KD: 0.5136 | D_KD: 0.0490
2025-08-02_22-59-37 | Epoch 234 | D: 0.7064 | G: 1.5096 | G_KD: 0.4920 | D_KD: 0.0427
2025-08-02_22-59-37 | Epoch 235 | D: 0.7442 | G: 1.8654 | G_KD: 0.4933 | D_KD: 0.0677
2025-08-02_22-59-37 | Epoch 236 | D: 0.4957 | G: 1.3046 | G_KD: 0.5219 | D_KD: 0.0332
2025-08-02_22-59-37 | Epoch 237 | D: 0.4793 | G: 1.9220 | G_KD: 0.5039 | D_KD: 0.0494
2025-08-02_22-59-37 | Epoch 238 | D: 0.4920 | G: 1.3748 | G_KD: 0.4991 | D_KD: 0.0421
2025-08-02_22-59-37 | Epoch 239 | D: 0.5137 | G: 1.6651 | G_KD: 0.5048 | D_KD: 0.0573
2025-08-02_22-59-37 | Epoch 240 | D: 0.5760 | G: 1.2491 | G_KD: 0.5174 | D_KD: 0.0215
2025-08-02_22-59-37 | Epoch 241 | D: 0.6012 | G: 1.0681 | G_KD: 0.4967 | D_KD: 0.0400
2025-08-02_22-59-37 | Epoch 242 | D: 0.4729 | G: 1.3302 | G_KD: 0.4999 | D_KD: 0.0530
2025-08-02_22-59-37 | Epoch 243 | D: 0.5659 | G: 1.3502 | G_KD: 0.4926 | D_KD: 0.0418
2025-08-02_22-59-37 | Epoch 244 | D: 0.7638 | G: 0.9211 | G_KD: 0.5037 | D_KD: 0.0304
2025-08-02_22-59-37 | Epoch 245 | D: 0.4215 | G: 1.4343 | G_KD: 0.5078 | D_KD: 0.0613
2025-08-02_22-59-37 | Epoch 246 | D: 0.5572 | G: 1.2581 | G_KD: 0.5035 | D_KD: 0.0217
2025-08-02_22-59-37 | Epoch 247 | D: 0.6958 | G: 0.9611 | G_KD: 0.4675 | D_KD: 0.0502
2025-08-02_22-59-37 | Epoch 248 | D: 0.6194 | G: 1.7301 | G_KD: 0.5221 | D_KD: 0.0473
2025-08-02_22-59-37 | Epoch 249 | D: 0.9451 | G: 0.7625 | G_KD: 0.4767 | D_KD: 0.0412
2025-08-02_22-59-37 | Epoch 250 | D: 0.6551 | G: 1.1056 | G_KD: 0.5348 | D_KD: 0.0272
2025-08-02_22-59-37 | Epoch 251 | D: 0.5284 | G: 1.2171 | G_KD: 0.5166 | D_KD: 0.0319
2025-08-02_22-59-37 | Epoch 252 | D: 0.6027 | G: 1.0867 | G_KD: 0.4785 | D_KD: 0.0282
2025-08-02_22-59-37 | Epoch 253 | D: 0.4934 | G: 1.5726 | G_KD: 0.5029 | D_KD: 0.0345
2025-08-02_22-59-37 | Epoch 254 | D: 0.5847 | G: 2.3136 | G_KD: 0.4729 | D_KD: 0.0896
2025-08-02_22-59-37 | Epoch 255 | D: 0.4349 | G: 1.6703 | G_KD: 0.5091 | D_KD: 0.0420
2025-08-02_22-59-37 | Epoch 256 | D: 0.4721 | G: 1.4860 | G_KD: 0.4741 | D_KD: 0.0365
2025-08-02_22-59-37 | Epoch 257 | D: 0.5058 | G: 1.4596 | G_KD: 0.5016 | D_KD: 0.0243
2025-08-02_22-59-37 | Epoch 258 | D: 0.6821 | G: 2.0197 | G_KD: 0.4937 | D_KD: 0.0796
2025-08-02_22-59-37 | Epoch 259 | D: 0.5010 | G: 1.1830 | G_KD: 0.5036 | D_KD: 0.0472
2025-08-02_22-59-37 | Epoch 260 | D: 0.6081 | G: 1.4861 | G_KD: 0.5040 | D_KD: 0.0241
2025-08-02_22-59-37 | Epoch 261 | D: 0.5645 | G: 1.3922 | G_KD: 0.4725 | D_KD: 0.0180
2025-08-02_22-59-37 | Epoch 262 | D: 0.6310 | G: 2.1887 | G_KD: 0.5026 | D_KD: 0.0824
2025-08-02_22-59-37 | Epoch 263 | D: 0.7461 | G: 1.0009 | G_KD: 0.5425 | D_KD: 0.0250
2025-08-02_22-59-37 | Epoch 264 | D: 0.5685 | G: 1.1810 | G_KD: 0.5447 | D_KD: 0.0664
2025-08-02_22-59-37 | Epoch 265 | D: 0.5718 | G: 1.2748 | G_KD: 0.4819 | D_KD: 0.0211
2025-08-02_22-59-37 | Epoch 266 | D: 0.6051 | G: 1.1574 | G_KD: 0.5087 | D_KD: 0.0159
2025-08-02_22-59-37 | Epoch 267 | D: 0.6610 | G: 1.9640 | G_KD: 0.4897 | D_KD: 0.0827
2025-08-02_22-59-37 | Epoch 268 | D: 0.6061 | G: 1.6289 | G_KD: 0.4842 | D_KD: 0.0325
2025-08-02_22-59-37 | Epoch 269 | D: 0.6014 | G: 1.5652 | G_KD: 0.4731 | D_KD: 0.0337
2025-08-02_22-59-37 | Epoch 270 | D: 0.5197 | G: 1.4239 | G_KD: 0.4857 | D_KD: 0.0271
2025-08-02_22-59-37 | Epoch 271 | D: 0.4783 | G: 1.6218 | G_KD: 0.4956 | D_KD: 0.0351
2025-08-02_22-59-37 | Epoch 272 | D: 0.8431 | G: 2.6165 | G_KD: 0.5438 | D_KD: 0.1476
2025-08-02_22-59-37 | Epoch 273 | D: 0.4970 | G: 1.2367 | G_KD: 0.4626 | D_KD: 0.0339
2025-08-02_22-59-37 | Epoch 274 | D: 0.6554 | G: 1.7843 | G_KD: 0.5854 | D_KD: 0.0547
2025-08-02_22-59-37 | Epoch 275 | D: 0.5416 | G: 1.7100 | G_KD: 0.5098 | D_KD: 0.0442
2025-08-02_22-59-37 | Epoch 276 | D: 0.6686 | G: 1.1002 | G_KD: 0.4925 | D_KD: 0.0163
2025-08-02_22-59-37 | Epoch 277 | D: 0.6189 | G: 1.3440 | G_KD: 0.4992 | D_KD: 0.0172
2025-08-02_22-59-37 | Epoch 278 | D: 0.8163 | G: 1.1383 | G_KD: 0.4772 | D_KD: 0.0250
2025-08-02_22-59-37 | Epoch 279 | D: 0.6126 | G: 1.0937 | G_KD: 0.4758 | D_KD: 0.0183
2025-08-02_22-59-37 | Epoch 280 | D: 0.4581 | G: 1.3948 | G_KD: 0.4836 | D_KD: 0.0367
2025-08-02_22-59-37 | Epoch 281 | D: 0.6050 | G: 1.5552 | G_KD: 0.4919 | D_KD: 0.0305
2025-08-02_22-59-37 | Epoch 282 | D: 0.5465 | G: 1.4040 | G_KD: 0.5019 | D_KD: 0.0487
2025-08-02_22-59-37 | Epoch 283 | D: 0.6265 | G: 0.9792 | G_KD: 0.5054 | D_KD: 0.0564
2025-08-02_22-59-37 | Epoch 284 | D: 0.5045 | G: 1.3216 | G_KD: 0.4628 | D_KD: 0.0420
2025-08-02_22-59-37 | Epoch 285 | D: 0.4379 | G: 1.5473 | G_KD: 0.5100 | D_KD: 0.0540
2025-08-02_22-59-37 | Epoch 286 | D: 0.7361 | G: 0.8700 | G_KD: 0.5162 | D_KD: 0.0450
2025-08-02_22-59-37 | Epoch 287 | D: 0.6789 | G: 1.9189 | G_KD: 0.5121 | D_KD: 0.0703
2025-08-02_22-59-37 | Epoch 288 | D: 0.6285 | G: 1.3504 | G_KD: 0.4580 | D_KD: 0.0222
2025-08-02_22-59-37 | Epoch 289 | D: 0.5505 | G: 1.4038 | G_KD: 0.5028 | D_KD: 0.0353
2025-08-02_22-59-37 | Epoch 290 | D: 0.4290 | G: 1.6037 | G_KD: 0.5167 | D_KD: 0.0408
2025-08-02_22-59-37 | Epoch 291 | D: 0.5803 | G: 2.0403 | G_KD: 0.4756 | D_KD: 0.0880
2025-08-02_22-59-37 | Epoch 292 | D: 0.4337 | G: 2.1889 | G_KD: 0.4810 | D_KD: 0.0815
2025-08-02_22-59-37 | Epoch 293 | D: 0.5202 | G: 1.2997 | G_KD: 0.5259 | D_KD: 0.0286
2025-08-02_22-59-37 | Epoch 294 | D: 0.6177 | G: 0.9410 | G_KD: 0.5186 | D_KD: 0.0847
2025-08-02_22-59-37 | Epoch 295 | D: 0.6961 | G: 0.9810 | G_KD: 0.5043 | D_KD: 0.0317
2025-08-02_22-59-37 | Epoch 296 | D: 0.5595 | G: 1.5512 | G_KD: 0.5028 | D_KD: 0.0374
2025-08-02_22-59-37 | Epoch 297 | D: 0.5291 | G: 1.7442 | G_KD: 0.4763 | D_KD: 0.0533
2025-08-02_22-59-37 | Epoch 298 | D: 0.4119 | G: 1.4903 | G_KD: 0.5192 | D_KD: 0.0491
2025-08-02_22-59-37 | Epoch 299 | D: 0.5083 | G: 1.2272 | G_KD: 0.4920 | D_KD: 0.0345
2025-08-02_22-59-37 | Epoch 300 | D: 0.5990 | G: 1.2019 | G_KD: 0.4960 | D_KD: 0.0163
2025-08-02_22-59-37 | Epoch 301 | D: 0.5364 | G: 1.8387 | G_KD: 0.5187 | D_KD: 0.0443
2025-08-02_22-59-37 | Epoch 302 | D: 0.5834 | G: 1.0672 | G_KD: 0.4685 | D_KD: 0.0424
2025-08-02_22-59-37 | Epoch 303 | D: 0.5871 | G: 1.0228 | G_KD: 0.5106 | D_KD: 0.0529
2025-08-02_22-59-37 | Epoch 304 | D: 0.4031 | G: 1.9530 | G_KD: 0.5168 | D_KD: 0.0544
2025-08-02_22-59-37 | Epoch 305 | D: 0.5361 | G: 1.4695 | G_KD: 0.4649 | D_KD: 0.0306
2025-08-02_22-59-37 | Epoch 306 | D: 0.5856 | G: 1.5765 | G_KD: 0.5228 | D_KD: 0.0384
2025-08-02_22-59-37 | Epoch 307 | D: 0.5105 | G: 1.3119 | G_KD: 0.5010 | D_KD: 0.0532
2025-08-02_22-59-37 | Epoch 308 | D: 0.5614 | G: 1.4682 | G_KD: 0.5088 | D_KD: 0.0315
2025-08-02_22-59-37 | Epoch 309 | D: 0.5648 | G: 1.5158 | G_KD: 0.4860 | D_KD: 0.0243
2025-08-02_22-59-37 | Epoch 310 | D: 0.5069 | G: 1.2273 | G_KD: 0.5337 | D_KD: 0.0495
2025-08-02_22-59-37 | Epoch 311 | D: 0.5373 | G: 1.3629 | G_KD: 0.4945 | D_KD: 0.0308
2025-08-02_22-59-37 | Epoch 312 | D: 0.4629 | G: 1.4365 | G_KD: 0.5066 | D_KD: 0.0384
2025-08-02_22-59-37 | Epoch 313 | D: 0.5608 | G: 1.3692 | G_KD: 0.4755 | D_KD: 0.0228
2025-08-02_22-59-37 | Epoch 314 | D: 0.4933 | G: 2.1022 | G_KD: 0.4973 | D_KD: 0.0786
2025-08-02_22-59-37 | Epoch 315 | D: 0.6371 | G: 1.2479 | G_KD: 0.5385 | D_KD: 0.0221
2025-08-02_22-59-37 | Epoch 316 | D: 0.5287 | G: 1.3455 | G_KD: 0.4892 | D_KD: 0.0238
2025-08-02_22-59-37 | Epoch 317 | D: 0.7645 | G: 2.3994 | G_KD: 0.4966 | D_KD: 0.1399
2025-08-02_22-59-37 | Epoch 318 | D: 0.5957 | G: 1.3634 | G_KD: 0.4803 | D_KD: 0.0509
2025-08-02_22-59-37 | Epoch 319 | D: 0.5101 | G: 1.1967 | G_KD: 0.4949 | D_KD: 0.0298
2025-08-02_22-59-37 | Epoch 320 | D: 0.4362 | G: 1.3769 | G_KD: 0.5032 | D_KD: 0.0509
2025-08-02_22-59-37 | Epoch 321 | D: 0.5123 | G: 1.6734 | G_KD: 0.5122 | D_KD: 0.0399
2025-08-02_22-59-37 | Epoch 322 | D: 0.4925 | G: 1.7408 | G_KD: 0.5411 | D_KD: 0.0508
2025-08-02_22-59-37 | Epoch 323 | D: 0.4843 | G: 1.9645 | G_KD: 0.5102 | D_KD: 0.0699
2025-08-02_22-59-37 | Epoch 324 | D: 0.5572 | G: 1.3281 | G_KD: 0.4543 | D_KD: 0.0215
2025-08-02_22-59-37 | Epoch 325 | D: 0.5371 | G: 1.1701 | G_KD: 0.4994 | D_KD: 0.0524
2025-08-02_22-59-37 | Epoch 326 | D: 0.5310 | G: 1.2364 | G_KD: 0.5049 | D_KD: 0.0248
2025-08-02_22-59-37 | Epoch 327 | D: 0.5992 | G: 1.3805 | G_KD: 0.5048 | D_KD: 0.0323
2025-08-02_22-59-37 | Epoch 328 | D: 0.4425 | G: 1.9368 | G_KD: 0.5116 | D_KD: 0.0731
2025-08-02_22-59-37 | Epoch 329 | D: 0.5458 | G: 1.5755 | G_KD: 0.5222 | D_KD: 0.0440
2025-08-02_22-59-37 | Epoch 330 | D: 0.4874 | G: 1.6291 | G_KD: 0.4966 | D_KD: 0.0440
2025-08-02_22-59-37 | Epoch 331 | D: 0.5553 | G: 2.0813 | G_KD: 0.5029 | D_KD: 0.0828
2025-08-02_22-59-37 | Epoch 332 | D: 0.6596 | G: 0.9949 | G_KD: 0.5103 | D_KD: 0.0297
2025-08-02_22-59-37 | Epoch 333 | D: 0.4578 | G: 1.5691 | G_KD: 0.5420 | D_KD: 0.0350
2025-08-02_22-59-37 | Epoch 334 | D: 0.6374 | G: 1.3453 | G_KD: 0.4916 | D_KD: 0.0200
2025-08-02_22-59-37 | Epoch 335 | D: 0.4413 | G: 2.3836 | G_KD: 0.5169 | D_KD: 0.0918
2025-08-02_22-59-37 | Epoch 336 | D: 0.5365 | G: 1.5621 | G_KD: 0.4996 | D_KD: 0.0346
2025-08-02_22-59-37 | Epoch 337 | D: 0.6004 | G: 1.4524 | G_KD: 0.5435 | D_KD: 0.0319
2025-08-02_22-59-37 | Epoch 338 | D: 0.5244 | G: 1.7824 | G_KD: 0.4934 | D_KD: 0.0542
2025-08-02_22-59-37 | Epoch 339 | D: 0.4635 | G: 1.6595 | G_KD: 0.4781 | D_KD: 0.0606
2025-08-02_22-59-37 | Epoch 340 | D: 0.4731 | G: 1.7277 | G_KD: 0.4773 | D_KD: 0.0574
2025-08-02_22-59-37 | Epoch 341 | D: 0.5162 | G: 1.8933 | G_KD: 0.5068 | D_KD: 0.0649
2025-08-02_22-59-37 | Epoch 342 | D: 0.3552 | G: 1.7397 | G_KD: 0.4773 | D_KD: 0.0713
2025-08-02_22-59-37 | Epoch 343 | D: 0.5680 | G: 1.2544 | G_KD: 0.5229 | D_KD: 0.0262
2025-08-02_22-59-37 | Epoch 344 | D: 0.5030 | G: 1.5438 | G_KD: 0.4698 | D_KD: 0.0379
2025-08-02_22-59-37 | Epoch 345 | D: 0.5646 | G: 1.1576 | G_KD: 0.4992 | D_KD: 0.0230
2025-08-02_22-59-37 | Epoch 346 | D: 0.6107 | G: 1.2175 | G_KD: 0.5689 | D_KD: 0.0263
2025-08-02_22-59-37 | Epoch 347 | D: 0.4451 | G: 1.6053 | G_KD: 0.5339 | D_KD: 0.0598
2025-08-02_22-59-37 | Epoch 348 | D: 0.5219 | G: 1.4659 | G_KD: 0.5131 | D_KD: 0.0400
2025-08-02_22-59-37 | Epoch 349 | D: 0.3413 | G: 1.7791 | G_KD: 0.4804 | D_KD: 0.0794
2025-08-02_22-59-37 | Epoch 350 | D: 0.4792 | G: 1.5226 | G_KD: 0.5100 | D_KD: 0.0366
2025-08-02_22-59-37 | Epoch 351 | D: 0.6289 | G: 1.2735 | G_KD: 0.5297 | D_KD: 0.0219
2025-08-02_22-59-37 | Epoch 352 | D: 0.6578 | G: 1.5198 | G_KD: 0.5160 | D_KD: 0.0473
2025-08-02_22-59-37 | Epoch 353 | D: 0.2986 | G: 1.7824 | G_KD: 0.5071 | D_KD: 0.0986
2025-08-02_22-59-37 | Epoch 354 | D: 0.5382 | G: 1.4641 | G_KD: 0.4738 | D_KD: 0.0400
2025-08-02_22-59-37 | Epoch 355 | D: 0.5173 | G: 2.2968 | G_KD: 0.4943 | D_KD: 0.1043
2025-08-02_22-59-37 | Epoch 356 | D: 0.6909 | G: 1.1510 | G_KD: 0.5051 | D_KD: 0.0305
2025-08-02_22-59-37 | Epoch 357 | D: 0.4829 | G: 1.5098 | G_KD: 0.5092 | D_KD: 0.0493
2025-08-02_22-59-37 | Epoch 358 | D: 0.6128 | G: 1.1140 | G_KD: 0.5112 | D_KD: 0.0306
2025-08-02_22-59-37 | Epoch 359 | D: 0.4956 | G: 1.9362 | G_KD: 0.4963 | D_KD: 0.0743
2025-08-02_22-59-37 | Epoch 360 | D: 0.4657 | G: 1.2789 | G_KD: 0.5039 | D_KD: 0.0506
2025-08-02_22-59-37 | Epoch 361 | D: 0.4995 | G: 1.3168 | G_KD: 0.5066 | D_KD: 0.0300
2025-08-02_22-59-37 | Epoch 362 | D: 0.4766 | G: 2.6198 | G_KD: 0.5253 | D_KD: 0.1196
2025-08-02_22-59-37 | Epoch 363 | D: 0.4695 | G: 2.2466 | G_KD: 0.5107 | D_KD: 0.0970
2025-08-02_22-59-37 | Epoch 364 | D: 0.4528 | G: 1.3656 | G_KD: 0.4983 | D_KD: 0.0429
2025-08-02_22-59-37 | Epoch 365 | D: 0.3068 | G: 1.9448 | G_KD: 0.4760 | D_KD: 0.0869
2025-08-02_22-59-37 | Epoch 366 | D: 0.5154 | G: 1.6616 | G_KD: 0.5136 | D_KD: 0.0490
2025-08-02_22-59-37 | Epoch 367 | D: 0.4893 | G: 1.5300 | G_KD: 0.4985 | D_KD: 0.0418
2025-08-02_22-59-37 | Epoch 368 | D: 0.5444 | G: 1.4342 | G_KD: 0.4948 | D_KD: 0.0318
2025-08-02_22-59-37 | Epoch 369 | D: 0.5936 | G: 1.1139 | G_KD: 0.5050 | D_KD: 0.0466
2025-08-02_22-59-37 | Epoch 370 | D: 0.4569 | G: 1.4355 | G_KD: 0.4806 | D_KD: 0.0467
2025-08-02_22-59-37 | Epoch 371 | D: 0.4229 | G: 1.2920 | G_KD: 0.5397 | D_KD: 0.0575
2025-08-02_22-59-37 | Epoch 372 | D: 0.7216 | G: 0.8896 | G_KD: 0.5122 | D_KD: 0.0685
2025-08-02_22-59-37 | Epoch 373 | D: 0.5086 | G: 1.1944 | G_KD: 0.4757 | D_KD: 0.0293
2025-08-02_22-59-37 | Epoch 374 | D: 0.6185 | G: 1.9585 | G_KD: 0.4998 | D_KD: 0.0838
2025-08-02_22-59-37 | Epoch 375 | D: 0.6415 | G: 1.1148 | G_KD: 0.5127 | D_KD: 0.0283
2025-08-02_22-59-37 | Epoch 376 | D: 0.5093 | G: 1.1869 | G_KD: 0.5138 | D_KD: 0.0481
2025-08-02_22-59-37 | Epoch 377 | D: 0.6789 | G: 1.8786 | G_KD: 0.4924 | D_KD: 0.0954
2025-08-02_22-59-37 | Epoch 378 | D: 0.5241 | G: 1.2583 | G_KD: 0.5183 | D_KD: 0.0381
2025-08-02_22-59-37 | Epoch 379 | D: 0.3554 | G: 1.7090 | G_KD: 0.4641 | D_KD: 0.0726
2025-08-02_22-59-37 | Epoch 380 | D: 0.4642 | G: 2.2140 | G_KD: 0.5000 | D_KD: 0.0997
2025-08-02_22-59-37 | Epoch 381 | D: 0.4169 | G: 1.5026 | G_KD: 0.4772 | D_KD: 0.0481
2025-08-02_22-59-37 | Epoch 382 | D: 0.5074 | G: 1.7107 | G_KD: 0.5747 | D_KD: 0.0493
2025-08-02_22-59-37 | Epoch 383 | D: 0.5802 | G: 1.3097 | G_KD: 0.5058 | D_KD: 0.0309
2025-08-02_22-59-37 | Epoch 384 | D: 0.4370 | G: 2.0167 | G_KD: 0.4912 | D_KD: 0.0778
2025-08-02_22-59-37 | Epoch 385 | D: 0.6503 | G: 1.1343 | G_KD: 0.4760 | D_KD: 0.0219
2025-08-02_22-59-37 | Epoch 386 | D: 0.3624 | G: 1.8825 | G_KD: 0.4747 | D_KD: 0.0773
2025-08-02_22-59-37 | Epoch 387 | D: 0.4492 | G: 2.1204 | G_KD: 0.5283 | D_KD: 0.0911
2025-08-02_22-59-37 | Epoch 388 | D: 0.5863 | G: 1.7320 | G_KD: 0.4943 | D_KD: 0.0757
2025-08-02_22-59-37 | Epoch 389 | D: 0.4471 | G: 1.8151 | G_KD: 0.4799 | D_KD: 0.0743
2025-08-02_22-59-37 | Epoch 390 | D: 0.5461 | G: 1.4221 | G_KD: 0.5094 | D_KD: 0.0383
2025-08-02_22-59-37 | Epoch 391 | D: 0.3046 | G: 1.6900 | G_KD: 0.5031 | D_KD: 0.0909
2025-08-02_22-59-37 | Epoch 392 | D: 0.5060 | G: 1.8207 | G_KD: 0.5119 | D_KD: 0.0784
2025-08-02_22-59-37 | Epoch 393 | D: 0.6713 | G: 1.4334 | G_KD: 0.5345 | D_KD: 0.0652
2025-08-02_22-59-37 | Epoch 394 | D: 0.5115 | G: 1.3488 | G_KD: 0.4968 | D_KD: 0.0410
2025-08-02_22-59-37 | Epoch 395 | D: 0.5244 | G: 2.0419 | G_KD: 0.4878 | D_KD: 0.0861
2025-08-02_22-59-37 | Epoch 396 | D: 0.8226 | G: 1.7787 | G_KD: 0.4789 | D_KD: 0.1084
2025-08-02_22-59-37 | Epoch 397 | D: 0.5524 | G: 1.6146 | G_KD: 0.5252 | D_KD: 0.0624
2025-08-02_22-59-37 | Epoch 398 | D: 0.4374 | G: 1.2887 | G_KD: 0.4889 | D_KD: 0.0630
2025-08-02_22-59-37 | Epoch 399 | D: 0.6166 | G: 1.7289 | G_KD: 0.5245 | D_KD: 0.0590
2025-08-02_22-59-37 | Epoch 400 | D: 0.4558 | G: 2.7892 | G_KD: 0.4858 | D_KD: 0.1511
2025-08-02_22-59-37 | Epoch 401 | D: 0.4608 | G: 1.7175 | G_KD: 0.5274 | D_KD: 0.0597
2025-08-02_22-59-37 | Epoch 402 | D: 0.6154 | G: 1.5414 | G_KD: 0.4840 | D_KD: 0.0415
2025-08-02_22-59-37 | Epoch 403 | D: 0.5410 | G: 1.2052 | G_KD: 0.4696 | D_KD: 0.0389
2025-08-02_22-59-37 | Epoch 404 | D: 0.5016 | G: 1.5601 | G_KD: 0.5059 | D_KD: 0.0413
2025-08-02_22-59-37 | Epoch 405 | D: 0.4985 | G: 1.4269 | G_KD: 0.4903 | D_KD: 0.0315
2025-08-02_22-59-37 | Epoch 406 | D: 0.5139 | G: 1.3941 | G_KD: 0.5043 | D_KD: 0.0385
2025-08-02_22-59-37 | Epoch 407 | D: 0.5395 | G: 1.2774 | G_KD: 0.5198 | D_KD: 0.0447
2025-08-02_22-59-37 | Epoch 408 | D: 0.7477 | G: 0.9593 | G_KD: 0.5399 | D_KD: 0.0647
2025-08-02_22-59-37 | Epoch 409 | D: 0.5271 | G: 2.1574 | G_KD: 0.5017 | D_KD: 0.1014
2025-08-02_22-59-37 | Epoch 410 | D: 0.6040 | G: 1.2349 | G_KD: 0.5118 | D_KD: 0.0209
2025-08-02_22-59-37 | Epoch 411 | D: 0.4988 | G: 1.4611 | G_KD: 0.5309 | D_KD: 0.0367
2025-08-02_22-59-37 | Epoch 412 | D: 0.4883 | G: 1.2541 | G_KD: 0.4980 | D_KD: 0.0385
2025-08-02_22-59-37 | Epoch 413 | D: 0.5777 | G: 2.4542 | G_KD: 0.5111 | D_KD: 0.1268
2025-08-02_22-59-37 | Epoch 414 | D: 0.5133 | G: 1.4279 | G_KD: 0.5161 | D_KD: 0.0347
2025-08-02_22-59-37 | Epoch 415 | D: 0.5648 | G: 2.1792 | G_KD: 0.5083 | D_KD: 0.1040
2025-08-02_22-59-37 | Epoch 416 | D: 0.4802 | G: 1.2905 | G_KD: 0.5331 | D_KD: 0.0452
2025-08-02_22-59-37 | Epoch 417 | D: 0.5609 | G: 1.4639 | G_KD: 0.4879 | D_KD: 0.0444
2025-08-02_22-59-37 | Epoch 418 | D: 0.8869 | G: 0.9413 | G_KD: 0.5118 | D_KD: 0.0538
2025-08-02_22-59-37 | Epoch 419 | D: 0.5782 | G: 1.4002 | G_KD: 0.5022 | D_KD: 0.0410
2025-08-02_22-59-37 | Epoch 420 | D: 0.4560 | G: 1.2315 | G_KD: 0.5140 | D_KD: 0.0446
2025-08-02_22-59-37 | Epoch 421 | D: 0.4673 | G: 1.3697 | G_KD: 0.4940 | D_KD: 0.0350
2025-08-02_22-59-37 | Epoch 422 | D: 0.4516 | G: 1.4375 | G_KD: 0.5298 | D_KD: 0.0343
2025-08-02_22-59-37 | Epoch 423 | D: 0.5062 | G: 1.8853 | G_KD: 0.4768 | D_KD: 0.0805
2025-08-02_22-59-37 | Epoch 424 | D: 0.5613 | G: 1.2207 | G_KD: 0.4918 | D_KD: 0.0404
2025-08-02_22-59-37 | Epoch 425 | D: 0.4112 | G: 1.9248 | G_KD: 0.4875 | D_KD: 0.0832
2025-08-02_22-59-37 | Epoch 426 | D: 0.7179 | G: 1.4125 | G_KD: 0.4949 | D_KD: 0.0507
2025-08-02_22-59-37 | Epoch 427 | D: 0.3899 | G: 1.3919 | G_KD: 0.4858 | D_KD: 0.0688
2025-08-02_22-59-37 | Epoch 428 | D: 0.5460 | G: 1.3300 | G_KD: 0.4752 | D_KD: 0.0476
2025-08-02_22-59-37 | Epoch 429 | D: 0.5955 | G: 1.5667 | G_KD: 0.4914 | D_KD: 0.0632
2025-08-02_22-59-37 | Epoch 430 | D: 0.3885 | G: 1.7459 | G_KD: 0.4764 | D_KD: 0.0615
2025-08-02_22-59-37 | Epoch 431 | D: 0.3125 | G: 2.3917 | G_KD: 0.4878 | D_KD: 0.1281
2025-08-02_22-59-37 | Epoch 432 | D: 0.8572 | G: 0.7962 | G_KD: 0.5167 | D_KD: 0.0817
2025-08-02_22-59-37 | Epoch 433 | D: 0.5424 | G: 1.8145 | G_KD: 0.4975 | D_KD: 0.0610
2025-08-02_22-59-37 | Epoch 434 | D: 0.5553 | G: 1.5472 | G_KD: 0.5171 | D_KD: 0.0530
2025-08-02_22-59-37 | Epoch 435 | D: 0.5486 | G: 1.3503 | G_KD: 0.4861 | D_KD: 0.0308
2025-08-02_22-59-37 | Epoch 436 | D: 0.5029 | G: 1.7619 | G_KD: 0.5012 | D_KD: 0.0685
2025-08-02_22-59-37 | Epoch 437 | D: 0.3724 | G: 1.7883 | G_KD: 0.5038 | D_KD: 0.0690
2025-08-02_22-59-37 | Epoch 438 | D: 0.6536 | G: 0.9889 | G_KD: 0.5286 | D_KD: 0.0449
2025-08-02_22-59-37 | Epoch 439 | D: 0.4133 | G: 1.8942 | G_KD: 0.4826 | D_KD: 0.0792
2025-08-02_22-59-37 | Epoch 440 | D: 0.6115 | G: 1.1644 | G_KD: 0.5266 | D_KD: 0.0241
2025-08-02_22-59-37 | Epoch 441 | D: 0.4196 | G: 2.2167 | G_KD: 0.4999 | D_KD: 0.1089
2025-08-02_22-59-37 | Epoch 442 | D: 0.4476 | G: 1.6914 | G_KD: 0.5048 | D_KD: 0.0587
